2.271181051032920095e+02,-1.218984262856699132e+02,-3.493621935500060260e+01
2.271254847616237100e+02,-1.218809542224907290e+02,-3.492488802109721036e+01
2.271511701937631358e+02,-1.218301416678369264e+02,-3.489089865649494016e+01
2.271942100009307524e+02,-1.217456366009573117e+02,-3.483426596311247891e+01
2.272541439028763648e+02,-1.216273517865882212e+02,-3.475501706871726526e+01
2.273331195570216607e+02,-1.214764049238760322e+02,-3.465319542666374986e+01
2.274252040745729744e+02,-1.212903528779093278e+02,-3.452886884282995084e+01
2.275398738249591588e+02,-1.210737069107802029e+02,-3.438204733592671403e+01
2.276671739950875235e+02,-1.208224016562874397e+02,-3.421270439342180225e+01
2.278105001752994667e+02,-1.205382378819316216e+02,-3.402101745604006311e+01
2.279694956577714038e+02,-1.202214333757600428e+02,-3.380711022751953720e+01
2.281378285430815254e+02,-1.198695557587782190e+02,-3.357117072623758958e+01
2.283296987375946969e+02,-1.194893744578465657e+02,-3.331337816909790916e+01
2.285381130246798023e+02,-1.190782005820425127e+02,-3.303402224690558597e+01
2.287528601306529197e+02,-1.186319714236642540e+02,-3.273338129912680472e+01
2.289875548361287656e+02,-1.181572103363583466e+02,-3.241184883441789566e+01
2.292356467885775544e+02,-1.176514942412345590e+02,-3.206984448899083873e+01
2.294880449494806101e+02,-1.171112888151286029e+02,-3.170783395369678814e+01
2.297663687553882141e+02,-1.165467365860820763e+02,-3.132635565563028379e+01
2.300475503110851605e+02,-1.159481114446588492e+02,-3.092597643062357449e+01
2.303370667973225636e+02,-1.153184807860616274e+02,-3.050720993442627460e+01
2.306420784062223390e+02,-1.146617337305961684e+02,-3.007053104837367385e+01
2.309688292617051388e+02,-1.139811708743644516e+02,-2.961676156479708055e+01
2.312900720914310284e+02,-1.132653172746650938e+02,-2.914658384941475333e+01
2.316280888296053035e+02,-1.125251560745229540e+02,-2.866012906805860538e+01
2.319848547100174869e+02,-1.117617075616048368e+02,-2.815900347509473178e+01
2.323291619312262810e+02,-1.109623086800887108e+02,-2.764321010166746362e+01
2.327039666901828241e+02,-1.101468505617986722e+02,-2.711352864950376329e+01
2.330668324119008332e+02,-1.092968411626733314e+02,-2.657135549250944706e+01
2.334569628248238757e+02,-1.084315048433857811e+02,-2.601605661333205077e+01
2.338354213356333275e+02,-1.075332177322916323e+02,-2.545020098561116839e+01
2.342380879416252526e+02,-1.066204729627733485e+02,-2.487212402942764555e+01
2.346290128155050922e+02,-1.056765836405212440e+02,-2.428510453198129682e+01
2.350421740953553353e+02,-1.047194574216599818e+02,-2.368718391996530670e+01
2.354428934984554758e+02,-1.037330191553865291e+02,-2.308167193744089829e+01
2.358680185852555837e+02,-1.027362515844655917e+02,-2.246701560239522166e+01
2.362831655658041541e+02,-1.017137797339063354e+02,-2.184574635620638006e+01
2.366898157857862088e+02,-1.006678064077245267e+02,-2.121797774789581226e+01
2.371160189735727215e+02,-9.961245404144301574e+01,-2.058372394772746716e+01
2.375320725318532880e+02,-9.853363334569394283e+01,-1.994685570205065162e+01
2.379600702426982934e+02,-9.744590957661230846e+01,-1.930272701711686167e+01
2.383895028733113293e+02,-9.634057592118821844e+01,-1.866011037439619713e+01
2.388052308714889591e+02,-9.521720368472442431e+01,-1.801199817083758603e+01
2.392330074739442978e+02,-9.408554588514516581e+01,-1.736367773686844984e+01
2.396447192686357255e+02,-9.293504562962472448e+01,-1.671484452637022855e+01
2.400686455019699110e+02,-9.178160698483074498e+01,-1.606313831361380196e+01
2.404912218059126872e+02,-9.061553767849878227e+01,-1.541687921864402000e+01
2.408964539745560387e+02,-8.943674641215991983e+01,-1.476805171344324918e+01
2.413125282785264858e+02,-8.825490165441244983e+01,-1.412381551411479563e+01
2.417128216148017259e+02,-8.706118924919060476e+01,-1.348228233275182220e+01
2.421203994494692608e+02,-8.586907608717775986e+01,-1.284131198707131105e+01
2.425756381383218070e+02,-8.448802946331647945e+01,-1.211539121171248823e+01
2.429743709326971270e+02,-8.326022588676033820e+01,-1.147099193931320649e+01
2.433745318746741191e+02,-8.203060182101722830e+01,-1.083377678065785865e+01
2.437495663121376026e+02,-8.079299046078820368e+01,-1.020011390805032114e+01
2.441356608103852750e+02,-7.956519470350977485e+01,-9.570338260507101680e+00
2.444965863350578275e+02,-7.833122989288065696e+01,-8.946364067387955643e+00
2.448671634699559263e+02,-7.711064720107027881e+01,-8.326114868444468797e+00
2.452281574182035797e+02,-7.589967397664742066e+01,-7.706765370491705625e+00
2.455651842027406815e+02,-7.469014377743086186e+01,-7.092103355059272474e+00
2.459061580975928791e+02,-7.350333829276246433e+01,-6.475113994807777829e+00
2.462221426020362003e+02,-7.232603826643361344e+01,-5.858102743856425931e+00
2.465416212208086222e+02,-7.117204708907560473e+01,-5.241825983664133659e+00
2.468342934106848645e+02,-7.004302553659735509e+01,-4.612822397138970132e+00
2.471253202824202617e+02,-6.893126359175295192e+01,-3.992121298506333460e+00
2.474010341549114003e+02,-6.786432818894985530e+01,-3.347367704824613099e+00
2.476529038325576835e+02,-6.680816828934570140e+01,-2.711109636105629050e+00
2.479067292044326791e+02,-6.579652958147613617e+01,-2.062426940279394216e+00
2.481323660207673640e+02,-6.480182278239169591e+01,-1.417507100744170856e+00
2.483636868312875663e+02,-6.384539267123196282e+01,-7.716053236228468393e-01
2.485703791521795836e+02,-6.290995704904596408e+01,-1.302892874963639258e-01
2.487806535906576357e+02,-6.200923552452598386e+01,5.060582657856791400e-01
2.489707717400206093e+02,-6.113181559191419012e+01,1.134947016245924090e+00
2.491612882888594243e+02,-6.028751813850050212e+01,1.755564150641177434e+00
2.493350545917643046e+02,-5.946723864944105742e+01,2.364867619689295708e+00
2.495060413445452241e+02,-5.867969657030456432e+01,2.963989637289085266e+00
2.496641837612083350e+02,-5.791664680220780781e+01,3.547638503757386985e+00
2.498138227002615395e+02,-5.718552998329187176e+01,4.120096098713212029e+00
2.499586360914065324e+02,-5.648300040958393708e+01,4.674947279496922903e+00
2.500899337656797741e+02,-5.580844251938460587e+01,5.214225153478537322e+00
2.502179371821858922e+02,-5.516580001747838935e+01,5.736113865239673260e+00
2.503358973531041443e+02,-5.455134727789055660e+01,6.238676217045199479e+00
2.504442215517161117e+02,-5.396666990669254460e+01,6.722229516913881042e+00
2.505448598371575315e+02,-5.341254767964242234e+01,7.185616900686252251e+00
2.506407605293315441e+02,-5.288986720913889883e+01,7.627391217914883725e+00
2.507306165068498558e+02,-5.239842173231209443e+01,8.046967167951894595e+00
2.508133911574234105e+02,-5.193800401038359382e+01,8.443690386785771551e+00
2.508892363094163329e+02,-5.150884327376025595e+01,8.816870929439524218e+00
2.509578777226521993e+02,-5.111093075640717132e+01,9.165823396478632645e+00
2.510226455246358626e+02,-5.074580202876949642e+01,9.489871842594816087e+00
2.510784968662962626e+02,-5.041126844169814092e+01,9.788366328357216872e+00
2.511317825299992990e+02,-5.011014484493978927e+01,1.006069147140276598e+01
2.511783859000656207e+02,-4.984078698326637635e+01,1.030645302426127685e+01
2.512150064753875824e+02,-4.960159349849167398e+01,1.052498768292087661e+01
2.512491254689984714e+02,-4.939569403932819114e+01,1.071566793609735058e+01
2.512778264298308954e+02,-4.922165524370313250e+01,1.087794799928373735e+01
2.513051669603869414e+02,-4.908113837376235722e+01,1.101136281609828060e+01
2.513215702179878122e+02,-4.896981643358919456e+01,1.111552957229141114e+01
2.513365841199276929e+02,-4.889181435546841215e+01,1.119014909860191409e+01
2.513439399124804083e+02,-4.884430937022434449e+01,1.123500718392119779e+01
2.513450692100949198e+02,-4.882789730919784432e+01,1.124997605602877826e+01
